square_index,rider_id,driver_idx,trip_start_timestamp,trip_duration,ride_miles,trip_end_timestamp,price_of_ride,rider_acceptance_prob,driver_acceptance_prob
1,91,18,454,12,6.11,466,25.48,0.5,0.53
1,91,18,454,12,6.11,466,25.48,0.5,0.53
1,91,18,454,12,6.11,466,25.48,0.5,0.53
5,96,42,457,10,4.75,467,21.45,0.51,0.54
5,96,42,457,10,4.75,467,21.45,0.51,0.54
5,96,42,457,10,4.75,467,21.45,0.51,0.54
5,96,42,457,10,4.75,467,21.45,0.51,0.54
6,90,10,473,10,5.0,483,21.89,0.51,0.54
6,90,10,473,10,5.0,483,21.89,0.51,0.54
6,90,10,473,10,5.0,483,21.89,0.51,0.54
6,90,10,473,10,5.0,483,21.89,0.51,0.54
3,25,13,508,10,4.84,518,21.61,0.51,0.54
3,25,13,508,10,4.84,518,21.61,0.51,0.54
3,25,13,508,10,4.84,518,21.61,0.51,0.54
3,25,13,508,10,4.84,518,21.61,0.51,0.54
5,91,42,504,2,0.75,506,7.93,0.54,0.55
5,91,42,504,2,0.75,506,7.93,0.54,0.55
5,91,42,504,2,0.75,506,7.93,0.54,0.55
5,91,42,504,2,0.75,506,7.93,0.54,0.55
14,202,63,490,13,6.75,503,27.42,0.49,0.53
14,202,63,490,13,6.75,503,27.42,0.49,0.53
14,202,63,490,13,6.75,503,27.42,0.49,0.53
14,202,63,490,13,6.75,503,27.42,0.49,0.53
3,5,13,534,5,2.61,539,13.65,0.53,0.55
3,5,13,534,5,2.61,539,13.65,0.53,0.55
3,5,13,534,5,2.61,539,13.65,0.53,0.55
3,5,13,534,5,2.61,539,13.65,0.53,0.55
5,125,42,532,4,2.24,536,12.19,0.53,0.55
5,125,42,532,4,2.24,536,12.19,0.53,0.55
5,125,42,532,4,2.24,536,12.19,0.53,0.55
5,125,42,532,4,2.24,536,12.19,0.53,0.55
14,69,63,535,13,6.51,548,26.99,0.5,0.53
14,69,63,535,13,6.51,548,26.99,0.5,0.53
14,69,63,535,13,6.51,548,26.99,0.5,0.53
14,69,63,535,13,6.51,548,26.99,0.5,0.53
3,67,13,555,13,6.43,568,26.84,0.5,0.53
3,67,13,555,13,6.43,568,26.84,0.5,0.53
3,67,13,555,13,6.43,568,26.84,0.5,0.53
3,67,13,555,13,6.43,568,26.84,0.5,0.53
4,160,89,542,5,2.52,547,13.49,0.53,0.55
4,160,89,542,5,2.52,547,13.49,0.53,0.55
4,160,89,542,5,2.52,547,13.49,0.53,0.55
4,160,89,542,5,2.52,547,13.49,0.53,0.55
12,989,57,542,14,6.85,556,28.39,0.49,0.53
12,989,57,542,14,6.85,556,28.39,0.49,0.53
12,989,57,542,14,6.85,556,28.39,0.49,0.53
12,989,57,542,14,6.85,556,28.39,0.49,0.53
14,133,63,544,13,6.57,557,27.09,0.49,0.53
14,133,63,544,13,6.57,557,27.09,0.49,0.53
14,133,63,544,13,6.57,557,27.09,0.49,0.53
14,133,63,544,13,6.57,557,27.09,0.49,0.53
15,997,40,580,17,8.32,597,33.4,0.48,0.52
15,997,40,580,17,8.32,597,33.4,0.48,0.52
15,997,40,580,17,8.32,597,33.4,0.48,0.52
15,997,40,580,17,8.32,597,33.4,0.48,0.52
5,897,42,607,8,3.95,615,18.43,0.52,0.54
5,897,42,607,8,3.95,615,18.43,0.52,0.54
5,897,42,607,8,3.95,615,18.43,0.52,0.54
5,897,42,607,8,3.95,615,18.43,0.52,0.54
15,51,40,623,19,9.56,642,37.21,0.47000000000000003,0.52
15,51,40,623,19,9.56,642,37.21,0.47000000000000003,0.52
15,51,40,623,19,9.56,642,37.21,0.47000000000000003,0.52
15,51,40,623,19,9.56,642,37.21,0.47000000000000003,0.52
5,815,42,742,10,4.77,752,21.48,0.51,0.54
5,815,42,742,10,4.77,752,21.48,0.51,0.54
5,815,42,742,10,4.77,752,21.48,0.51,0.54
5,815,42,742,10,4.77,752,21.48,0.51,0.54
5,957,42,789,3,1.67,792,10.37,0.54,0.55
5,957,42,789,3,1.67,792,10.37,0.54,0.55
5,957,42,789,3,1.67,792,10.37,0.54,0.55
5,957,42,789,3,1.67,792,10.37,0.54,0.55
10,925,64,930,10,5.15,940,22.17,0.51,0.53
10,925,64,930,10,5.15,940,22.17,0.51,0.53
10,925,64,930,10,5.15,940,22.17,0.51,0.53
10,925,64,930,10,5.15,940,22.17,0.51,0.53
13,424,92,944,15,7.41,959,30.18,0.49,0.52
13,424,92,944,15,7.41,959,30.18,0.49,0.52
13,424,92,944,15,7.41,959,30.18,0.49,0.52
13,424,92,944,15,7.41,959,30.18,0.49,0.52
0,365,68,1002,19,9.39,1021,36.91,0.47000000000000003,0.52
0,365,68,1002,19,9.39,1021,36.91,0.47000000000000003,0.52
0,365,68,1002,19,9.39,1021,36.91,0.47000000000000003,0.52
0,365,68,1002,19,9.39,1021,36.91,0.47000000000000003,0.52
14,318,63,1016,10,4.98,1026,21.86,0.51,0.54
14,318,63,1016,10,4.98,1026,21.86,0.51,0.54
14,318,63,1016,10,4.98,1026,21.86,0.51,0.54
14,318,63,1016,10,4.98,1026,21.86,0.51,0.54
15,482,40,994,16,8.01,1010,32.06,0.48,0.52
15,482,40,994,16,8.01,1010,32.06,0.48,0.52
15,482,40,994,16,8.01,1010,32.06,0.48,0.52
15,482,40,994,16,8.01,1010,32.06,0.48,0.52
14,258,63,1032,6,3.22,1038,15.54,0.52,0.54
14,258,63,1032,6,3.22,1038,15.54,0.52,0.54
14,258,63,1032,6,3.22,1038,15.54,0.52,0.54
14,258,63,1032,6,3.22,1038,15.54,0.52,0.54
15,467,40,1042,13,6.44,1055,26.86,0.5,0.53
15,467,40,1042,13,6.44,1055,26.86,0.5,0.53
15,467,40,1042,13,6.44,1055,26.86,0.5,0.53
15,467,40,1042,13,6.44,1055,26.86,0.5,0.53
0,302,68,1060,15,7.65,1075,30.62,0.49,0.52
0,302,68,1060,15,7.65,1075,30.62,0.49,0.52
0,302,68,1060,15,7.65,1075,30.62,0.49,0.52
0,302,68,1060,15,7.65,1075,30.62,0.49,0.52
14,485,63,1070,2,1.21,1072,8.76,0.54,0.55
14,485,63,1070,2,1.21,1072,8.76,0.54,0.55
14,485,63,1070,2,1.21,1072,8.76,0.54,0.55
14,485,63,1070,2,1.21,1072,8.76,0.54,0.55
0,365,68,1084,9,4.62,1093,20.43,0.51,0.54
0,365,68,1084,9,4.62,1093,20.43,0.51,0.54
0,365,68,1084,9,4.62,1093,20.43,0.51,0.54
0,365,68,1084,9,4.62,1093,20.43,0.51,0.54
10,341,64,1101,9,4.54,1110,20.28,0.51,0.54
10,341,64,1101,9,4.54,1110,20.28,0.51,0.54
10,341,64,1101,9,4.54,1110,20.28,0.51,0.54
10,341,64,1101,9,4.54,1110,20.28,0.51,0.54
14,393,63,1091,11,5.28,1102,23.19,0.5,0.53
14,393,63,1091,11,5.28,1102,23.19,0.5,0.53
14,393,63,1091,11,5.28,1102,23.19,0.5,0.53
14,393,63,1091,11,5.28,1102,23.19,0.5,0.53
14,266,63,1131,8,3.85,1139,18.25,0.52,0.54
14,266,63,1131,8,3.85,1139,18.25,0.52,0.54
14,266,63,1131,8,3.85,1139,18.25,0.52,0.54
14,266,63,1131,8,3.85,1139,18.25,0.52,0.54
15,261,40,1130,18,9.19,1148,35.76,0.47000000000000003,0.52
15,261,40,1130,18,9.19,1148,35.76,0.47000000000000003,0.52
15,261,40,1130,18,9.19,1148,35.76,0.47000000000000003,0.52
15,261,40,1130,18,9.19,1148,35.76,0.47000000000000003,0.52
10,940,64,1142,3,1.27,1145,9.66,0.54,0.55
10,940,64,1142,3,1.27,1145,9.66,0.54,0.55
10,940,64,1142,3,1.27,1145,9.66,0.54,0.55
10,940,64,1142,3,1.27,1145,9.66,0.54,0.55
14,459,63,1162,16,8.1,1178,32.22,0.48,0.52
14,459,63,1162,16,8.1,1178,32.22,0.48,0.52
14,459,63,1162,16,8.1,1178,32.22,0.48,0.52
14,459,63,1162,16,8.1,1178,32.22,0.48,0.52
14,818,63,1194,9,4.68,1203,20.54,0.51,0.54
14,818,63,1194,9,4.68,1203,20.54,0.51,0.54
14,818,63,1194,9,4.68,1203,20.54,0.51,0.54
14,818,63,1194,9,4.68,1203,20.54,0.51,0.54
14,519,63,1219,11,5.71,1230,23.98,0.5,0.53
14,519,63,1219,11,5.71,1230,23.98,0.5,0.53
14,519,63,1219,11,5.71,1230,23.98,0.5,0.53
14,519,63,1219,11,5.71,1230,23.98,0.5,0.53
14,648,63,1272,12,6.14,1284,25.53,0.5,0.53
14,648,63,1272,12,6.14,1284,25.53,0.5,0.53
14,648,63,1272,12,6.14,1284,25.53,0.5,0.53
14,648,63,1272,12,6.14,1284,25.53,0.5,0.53
14,571,63,1323,8,4.02,1331,18.55,0.52,0.54
14,571,63,1323,8,4.02,1331,18.55,0.52,0.54
14,571,63,1323,8,4.02,1331,18.55,0.52,0.54
14,571,63,1323,8,4.02,1331,18.55,0.52,0.54
14,501,63,1372,6,2.82,1378,14.8,0.53,0.54
14,501,63,1372,6,2.82,1378,14.8,0.53,0.54
14,501,63,1372,6,2.82,1378,14.8,0.53,0.54
14,501,63,1372,6,2.82,1378,14.8,0.53,0.54
0,779,50,169,9,4.55,178,20.3,0.51,0.54
0,779,50,169,9,4.55,178,20.3,0.51,0.54
0,779,50,169,9,4.55,178,20.3,0.51,0.54
0,779,50,169,9,4.55,178,20.3,0.51,0.54
0,779,50,169,9,4.55,178,20.3,0.51,0.54
5,964,13,163,11,5.65,174,23.87,0.5,0.53
5,964,13,163,11,5.65,174,23.87,0.5,0.53
5,964,13,163,11,5.65,174,23.87,0.5,0.53
5,964,13,163,11,5.65,174,23.87,0.5,0.53
5,964,13,163,11,5.65,174,23.87,0.5,0.53
8,865,3,155,8,4.08,163,18.66,0.52,0.54
8,865,3,155,8,4.08,163,18.66,0.52,0.54
8,865,3,155,8,4.08,163,18.66,0.52,0.54
8,865,3,155,8,4.08,163,18.66,0.52,0.54
8,865,3,155,8,4.08,163,18.66,0.52,0.54
0,920,50,313,10,4.94,323,21.79,0.51,0.54
0,920,50,313,10,4.94,323,21.79,0.51,0.54
0,920,50,313,10,4.94,323,21.79,0.51,0.54
0,920,50,313,10,4.94,323,21.79,0.51,0.54
0,920,50,313,10,4.94,323,21.79,0.51,0.54
8,83,3,416,11,5.61,427,23.79,0.5,0.53
8,83,3,416,11,5.61,427,23.79,0.5,0.53
